date,demand_kwh_total,year,month,dow,is_weekend,t_mean_c,t_min_c,t_max_c,sst_c,rh_mean_pct,precip_mm,sun_hours,holiday_name,is_holiday,is_pre_holiday,is_post_holiday,is_long_weekend,is_business_day
2022-09-05,525.7865939999999,2022,9,0,0,21.2,18.0,23.8,22.1,94.0,1.2,0.5,,0,0,0,0,1
2022-09-06,555.950463,2022,9,1,0,21.7,19.3,23.5,22.4,93.0,0.6,0.0,,0,0,0,0,1
2022-09-07,515.554999,2022,9,2,0,19.9,18.6,22.3,22.2,94.0,3.3000000000000003,0.0,,0,0,0,0,1
2022-09-08,519.551327,2022,9,3,0,20.6,18.0,22.5,22.6,92.0,0.0,0.0,,0,0,0,0,1
2022-09-09,650.821972,2022,9,4,0,20.6,18.6,22.3,22.5,94.0,0.0,0.6,,0,0,0,0,1
2022-09-10,505.538977,2022,9,5,1,20.4,17.6,22.1,22.2,93.0,0.2,0.0,,0,0,0,0,0
2022-09-11,482.569475,2022,9,6,1,20.4,17.2,22.5,22.0,94.0,0.0,1.6999999999999995,,0,0,0,0,0
2022-09-12,527.7798130000001,2022,9,0,0,20.0,16.5,22.0,22.0,92.0,0.1,1.1,,0,0,0,0,1
2022-09-13,583.2201100000001,2022,9,1,0,20.0,16.0,22.1,21.8,92.0,0.8999999999999999,3.2,,0,0,0,0,1
2022-09-14,563.89824,2022,9,2,0,19.7,16.3,22.0,21.9,93.0,0.8,0.8999999999999999,,0,0,0,0,1
2022-09-15,540.869099,2022,9,3,0,19.9,16.5,22.5,21.6,91.0,0.3,0.0,,0,0,0,0,1
2022-09-16,524.910955,2022,9,4,0,20.3,16.8,22.6,21.3,91.0,0.0,9.6,,0,0,0,0,1
2022-09-17,509.7000699999999,2022,9,5,1,20.2,16.2,22.5,21.2,90.0,0.0,2.1,,0,0,0,0,0
2022-09-18,551.089902,2022,9,6,1,20.1,16.0,22.2,21.2,91.0,0.0,0.0,,0,0,0,0,0
2022-09-19,569.038969,2022,9,0,0,20.3,16.5,23.4,21.5,91.0,0.0,0.2,,0,0,0,0,1
2022-09-20,563.6755739999999,2022,9,1,0,19.8,16.9,24.1,21.8,92.0,0.6000000000000001,2.0,,0,0,0,0,1
2022-09-21,559.2414380000001,2022,9,2,0,21.2,17.8,24.0,22.0,91.0,0.0,0.0,,0,0,0,0,1
2022-09-22,524.5018610000001,2022,9,3,0,21.6,17.8,23.8,22.2,93.0,0.0,0.0,,0,0,0,0,1
2022-09-23,525.944389,2022,9,4,0,21.1,17.5,23.5,22.0,93.0,0.6,2.3,,0,0,0,0,1
2022-09-24,526.186013,2022,9,5,1,21.3,17.2,23.8,22.1,92.0,1.4,0.2,,0,0,0,0,0
2022-09-25,484.679778,2022,9,6,1,21.5,16.8,23.9,22.4,93.0,2.1,3.5,,0,0,0,0,0
2022-09-26,496.53672,2022,9,0,0,20.3,17.0,22.7,22.5,95.0,1.8,5.8,,0,0,0,0,1
2022-09-27,508.24568299999993,2022,9,1,0,20.9,16.6,22.8,21.6,93.0,1.5,8.1,,0,0,0,0,1
2022-09-28,505.449506,2022,9,2,0,20.6,16.3,22.6,21.3,93.0,0.3,0.1,,0,0,0,0,1
2022-09-29,523.1438420000001,2022,9,3,0,20.7,16.8,22.9,21.5,92.0,0.0,2.0,,0,0,0,0,1
2022-09-30,522.78211,2022,9,4,0,20.4,16.2,22.5,21.3,94.0,0.4,2.1,,0,0,0,0,1
2022-10-01,526.822488,2022,10,5,1,19.6,16.2,22.3,20.0,95.0,0.7,2.3,,0,0,0,0,0
2022-10-02,502.858742,2022,10,6,1,19.9,16.8,23.6,20.0,98.0,0.6,5.3,,0,0,0,0,0
2022-10-03,550.928625,2022,10,0,0,19.6,16.3,23.5,19.3,97.0,1.1,2.5,,0,0,0,0,1
2022-10-04,493.7587,2022,10,1,0,19.7,16.6,23.6,19.2,97.0,0.2,1.6000000000000003,,0,0,0,0,1
2022-10-05,956.419367,2022,10,2,0,19.5,17.0,23.2,19.9,98.0,0.6,1.4,,0,0,0,0,1
2022-10-06,695.8716939999999,2022,10,3,0,19.8,17.2,23.0,20.0,97.0,1.0,2.4,,0,0,0,0,1
2022-10-07,521.3048939999999,2022,10,4,0,19.9,17.2,23.0,20.0,97.0,0.5,0.6,,0,0,0,0,1
2022-10-08,480.3915419999999,2022,10,5,1,19.6,17.6,21.8,20.1,97.0,0.7,0.4,,0,1,0,0,0
2022-10-09,470.96293,2022,10,6,1,19.6,17.8,21.9,20.2,97.0,0.0,0.0,Independence of Guayaquil,1,1,0,0,0
2022-10-10,549.249042,2022,10,0,0,20.0,17.6,22.6,20.2,98.0,0.0,0.2,Independence of Guayaquil (observed),1,0,1,1,0
2022-10-11,548.2662290000001,2022,10,1,0,20.7,17.5,22.6,20.3,92.0,0.0,0.4,,0,0,1,0,1
2022-10-12,524.584062,2022,10,2,0,21.0,17.1,23.9,20.1,93.0,0.0,0.0,,0,0,0,0,1
2022-10-13,538.093558,2022,10,3,0,20.5,17.5,23.8,20.5,94.0,1.5,2.5,,0,0,0,0,1
2022-10-14,519.644423,2022,10,4,0,20.6,17.2,24.0,20.2,93.0,1.2000000000000002,5.1,,0,0,0,0,1
2022-10-15,523.1391,2022,10,5,1,21.0,17.0,23.5,20.5,93.0,0.9,0.0,,0,0,0,0,0
2022-10-16,460.480602,2022,10,6,1,21.3,17.2,23.2,20.3,93.0,0.3,0.3,,0,0,0,0,0
2022-10-17,543.361836,2022,10,0,0,20.5,17.0,22.2,20.6,93.0,0.2,0.0,,0,0,0,0,1
2022-10-18,571.4874140000001,2022,10,1,0,21.8,17.6,24.5,20.4,91.0,0.0,7.2,,0,0,0,0,1
2022-10-19,558.0890310000001,2022,10,2,0,21.9,17.2,23.6,20.2,91.0,0.0,3.3000000000000003,,0,0,0,0,1
2022-10-20,552.532014,2022,10,3,0,21.7,17.9,24.8,20.6,92.0,0.0,5.1000000000000005,,0,0,0,0,1
2022-10-21,540.338,2022,10,4,0,21.6,18.4,23.9,20.8,95.0,0.0,2.0,,0,0,0,0,1
2022-10-22,520.620866,2022,10,5,1,21.6,18.0,24.0,20.5,92.0,0.8,3.2,,0,0,0,0,0
2022-10-23,471.7991369999999,2022,10,6,1,22.2,18.6,24.3,20.9,94.0,1.5,0.0,,0,0,0,0,0
2022-10-24,531.463891,2022,10,0,0,21.5,17.5,24.0,20.9,92.0,0.0,0.1,,0,0,0,0,1
2022-10-25,546.9279610000001,2022,10,1,0,21.0,17.8,23.6,20.5,94.0,0.4,2.6000000000000005,,0,0,0,0,1
2022-10-26,532.607112,2022,10,2,0,20.2,17.9,22.2,21.2,94.0,1.7999999999999998,0.0,,0,0,0,0,1
2022-10-27,550.047109,2022,10,3,0,20.6,16.5,23.0,20.0,92.0,2.1,2.9000000000000004,,0,0,0,0,1
2022-10-28,503.9041719999999,2022,10,4,0,19.9,17.8,22.5,21.0,96.0,0.0,2.4,,0,0,0,0,1
2022-10-29,517.5838259999999,2022,10,5,1,20.1,17.5,22.8,21.3,93.0,0.0,2.9,,0,0,0,0,0
2022-10-30,461.39181900000005,2022,10,6,1,20.3,17.2,23.0,21.5,94.0,1.1,3.0,,0,0,0,0,0
2022-10-31,515.6590239999999,2022,10,0,0,19.8,17.6,22.5,21.3,94.0,1.5,0.5,,0,0,0,0,1
2022-11-01,555.901303,2022,11,1,0,20.3,17.2,23.4,20.3,95.0,0.0,4.4,,0,1,0,0,1
2022-11-02,654.877999,2022,11,2,0,20.1,17.8,21.7,20.5,96.0,0.0,0.1,All Souls' Day,1,1,0,0,0
2022-11-03,547.083282,2022,11,3,0,20.0,17.5,21.9,20.3,95.0,0.3,0.3,Independence of Cuenca,1,1,1,0,0
2022-11-04,527.1874479999999,2022,11,4,0,19.6,17.1,21.8,20.2,94.0,0.1,0.0,All Souls' Day (observed),1,0,1,1,0
2022-11-05,664.733311,2022,11,5,1,20.4,17.0,23.1,20.6,94.0,0.1,3.5,,0,0,1,0,0
2022-11-06,505.194126,2022,11,6,1,21.4,18.0,23.9,20.5,94.0,0.0,3.6,,0,0,0,0,0
2022-11-07,574.3091249999999,2022,11,0,0,21.6,19.2,23.8,20.5,92.0,0.0,4.0,,0,0,0,0,1
2022-11-08,551.621182,2022,11,1,0,21.3,18.6,24.2,20.7,92.0,0.0,3.5,,0,0,0,0,1
2022-11-09,584.5692789999999,2022,11,2,0,21.4,17.2,24.0,20.9,94.0,0.0,9.0,,0,0,0,0,1
2022-11-10,553.7950180000001,2022,11,3,0,21.9,17.9,25.0,20.7,93.0,0.0,6.800000000000001,,0,0,0,0,1
2022-11-11,552.100678,2022,11,4,0,21.7,18.6,23.8,20.9,94.0,0.0,5.2,,0,0,0,0,1
2022-11-12,547.665355,2022,11,5,1,22.0,18.9,25.0,21.2,94.0,0.0,5.1,,0,0,0,0,0
2022-11-13,465.9317429999999,2022,11,6,1,22.5,18.5,25.2,21.0,92.0,0.0,0.2,,0,0,0,0,0
2022-11-14,537.9987560000001,2022,11,0,0,21.8,19.2,23.5,21.5,95.0,0.0,0.0,,0,0,0,0,1
2022-11-15,523.3653879999999,2022,11,1,0,22.6,19.5,25.4,21.4,94.0,0.0,0.0,,0,0,0,0,1
2022-11-16,545.869819,2022,11,2,0,21.9,19.3,23.0,21.2,93.0,0.1,2.1,,0,0,0,0,1
2022-11-17,552.742682,2022,11,3,0,21.9,18.6,24.0,21.0,95.0,0.0,0.3,,0,0,0,0,1
2022-11-18,524.823806,2022,11,4,0,21.6,17.8,25.1,21.3,94.0,0.0,0.8,,0,0,0,0,1
2022-11-19,558.5460840000002,2022,11,5,1,21.2,18.6,24.1,21.6,95.0,1.0,0.2,,0,0,0,0,0
2022-11-20,477.3133189999999,2022,11,6,1,21.4,18.2,23.8,21.3,94.0,1.4,0.8,,0,0,0,0,0
2022-11-21,568.841747,2022,11,0,0,21.2,18.6,23.0,21.5,95.0,11.4,0.5,,0,0,0,0,1
2022-11-22,595.388606,2022,11,1,0,21.5,19.2,24.3,21.7,94.0,1.9,1.9,,0,0,0,0,1
2022-11-23,582.6700269999999,2022,11,2,0,21.5,19.0,24.6,21.8,95.0,0.6000000000000001,5.3,,0,0,0,0,1
2022-11-24,573.8261560000001,2022,11,3,0,21.6,18.1,25.0,22.1,95.0,0.6,3.9,,0,0,0,0,1
2022-11-25,522.136741,2022,11,4,0,21.1,17.6,25.6,21.5,95.0,0.6000000000000001,1.9,,0,0,0,0,1
2022-11-26,546.5620010000001,2022,11,5,1,21.0,19.0,25.0,22.0,96.0,0.4,3.6,,0,0,0,0,0
2022-11-27,521.091936,2022,11,6,1,21.5,19.2,25.3,22.2,95.0,0.2,4.4,,0,0,0,0,0
2022-11-28,569.967095,2022,11,0,0,21.9,19.0,24.0,20.8,97.0,0.0,0.3,,0,0,0,0,1
2022-11-29,538.433186,2022,11,1,0,22.4,19.4,24.4,20.8,93.0,0.0,0.1,,0,0,0,0,1
2022-11-30,551.7614660000002,2022,11,2,0,22.0,19.0,23.2,21.4,93.0,0.0,0.0,,0,0,0,0,1
2022-12-01,522.308351,2022,12,3,0,21.8,18.2,23.4,21.4,93.0,0.1,0.3,,0,0,0,0,1
2022-12-02,526.6891820000001,2022,12,4,0,21.8,18.8,23.2,21.2,93.0,0.0,0.7,,0,0,0,0,1
2022-12-03,546.411559,2022,12,5,1,21.8,19.0,23.5,21.8,94.0,0.5,1.1,,0,0,0,0,0
2022-12-04,542.8186469999999,2022,12,6,1,22.1,19.0,25.5,22.1,94.0,2.3,7.9,,0,0,0,0,0
2022-12-05,550.8439050000001,2022,12,0,0,22.5,19.6,24.6,22.9,94.0,0.0,0.0,,0,0,0,0,1
2022-12-06,570.458303,2022,12,1,0,22.5,19.8,26.5,22.9,92.0,0.0,2.1,,0,0,0,0,1
2022-12-07,576.4615400000001,2022,12,2,0,22.2,20.2,24.4,23.3,94.0,0.0,0.4,,0,0,0,0,1
2022-12-08,557.419103,2022,12,3,0,23.4,19.8,26.3,22.5,94.0,0.0,7.6,,0,0,0,0,1
2022-12-09,617.923669,2022,12,4,0,21.7,16.6,26.2,22.2,93.0,0.0,7.3,,0,0,0,0,1
2022-12-10,552.7552459999999,2022,12,5,1,22.3,17.0,25.3,22.6,93.0,0.9,8.4,,0,0,0,0,0
2022-12-11,486.367157,2022,12,6,1,22.0,18.5,24.2,22.2,95.0,0.0,4.3,,0,0,0,0,0
2022-12-12,591.094834,2022,12,0,0,22.3,17.6,24.5,22.8,93.0,0.0,0.2,,0,0,0,0,1
2022-12-13,577.726626,2022,12,1,0,22.2,16.3,26.8,20.3,94.0,0.0,5.1000000000000005,,0,0,0,0,1
2022-12-14,539.98839,2022,12,2,0,22.7,19.0,24.6,20.8,96.0,0.0,0.0,,0,0,0,0,1
2022-12-15,575.154851,2022,12,3,0,23.1,19.0,25.8,21.3,96.0,0.1,3.3000000000000003,,0,0,0,0,1
2022-12-16,533.524928,2022,12,4,0,23.4,20.0,25.6,21.5,96.0,0.0,1.9,,0,0,0,0,1
2022-12-17,530.328386,2022,12,5,1,23.4,20.3,25.3,22.5,93.0,0.3,0.0,,0,0,0,0,0
2022-12-18,559.8202060000001,2022,12,6,1,23.6,20.6,26.2,22.3,92.0,0.0,9.2,,0,0,0,0,0
2022-12-19,632.485199,2022,12,0,0,23.4,19.4,27.0,23.0,96.0,0.0,8.8,,0,0,0,0,1
2022-12-20,645.102714,2022,12,1,0,24.0,20.6,27.3,23.3,94.0,0.0,6.1,,0,0,0,0,1
2022-12-21,590.235122,2022,12,2,0,23.9,20.4,27.1,22.9,95.0,0.0,3.4000000000000004,,0,0,0,0,1
2022-12-22,569.5668370000001,2022,12,3,0,24.4,20.6,26.7,23.5,96.0,0.0,0.1,,0,0,0,0,1
2022-12-23,527.468053,2022,12,4,0,24.0,21.1,25.8,23.2,97.0,0.3,0.6000000000000001,,0,0,0,0,1
2022-12-24,713.392644,2022,12,5,1,24.4,21.0,27.5,23.0,96.0,0.0,7.7,,0,1,0,0,0
2022-12-25,477.4148,2022,12,6,1,24.2,20.9,26.3,23.3,96.0,0.0,0.0,Christmas Day,1,1,0,0,0
2022-12-26,683.279209,2022,12,0,0,23.8,21.0,26.8,23.5,97.0,0.0,6.5,Christmas Day (observed),1,0,1,1,0
2022-12-27,609.112298,2022,12,1,0,24.6,21.3,27.3,23.7,96.0,0.0,4.1,,0,0,1,0,1
2022-12-28,668.3246389999999,2022,12,2,0,24.4,20.6,27.7,23.5,97.0,0.0,1.0,,0,0,0,0,1
2022-12-29,633.739338,2022,12,3,0,23.5,21.5,27.3,23.7,96.0,0.2,0.4,,0,0,0,0,1
2022-12-30,633.6770789999999,2022,12,4,0,24.9,20.2,28.2,23.5,93.0,0.1,3.6,,0,0,0,0,1
2022-12-31,713.923543,2022,12,5,1,24.5,20.6,28.3,23.8,95.0,0.0,0.8,,0,1,0,0,0
2023-01-01,529.622163,2023,1,6,1,24.4,20.9,27.5,23.5,96.0,0.0,5.699999999999999,New Year's Day,1,1,0,0,0
2023-01-02,631.918937,2023,1,0,0,24.5,19.6,27.7,23.3,97.0,0.0,8.3,New Year's Day (observed),1,0,1,1,0
2023-01-03,626.2217340000001,2023,1,1,0,24.1,19.9,27.8,22.5,97.0,0.0,3.9,,0,0,1,0,1
2023-01-04,669.9658239999999,2023,1,2,0,24.3,18.2,28.5,22.2,93.0,0.0,6.4,,0,0,0,0,1
2023-01-05,651.174111,2023,1,3,0,25.1,21.0,28.3,22.4,95.0,0.0,7.2,,0,0,0,0,1
2023-01-06,647.4167770000001,2023,1,4,0,25.4,21.2,28.1,22.9,94.0,0.0,6.3,,0,0,0,0,1
2023-01-07,629.3243909999999,2023,1,5,1,25.1,19.9,29.4,22.7,96.0,0.0,7.1,,0,0,0,0,0
2023-01-08,572.7822379999999,2023,1,6,1,24.4,19.8,28.3,22.9,96.0,0.0,8.9,,0,0,0,0,0
2023-01-09,715.6620200000001,2023,1,0,0,24.0,18.2,27.5,24.0,95.0,0.0,10.3,,0,0,0,0,1
2023-01-10,694.9377330000001,2023,1,1,0,23.2,16.4,28.0,23.5,94.0,0.0,9.8,,0,0,0,0,1
2023-01-11,681.918842,2023,1,2,0,23.9,17.0,28.3,23.5,97.0,0.0,6.9,,0,0,0,0,1
2023-01-12,721.7679620000001,2023,1,3,0,25.0,19.0,29.2,23.8,96.0,0.0,10.7,,0,0,0,0,1
2023-01-13,746.1614020000001,2023,1,4,0,25.1,21.0,27.6,24.0,94.0,0.0,7.3,,0,0,0,0,1
2023-01-14,611.5164149999999,2023,1,5,1,25.6,21.2,27.6,23.8,95.0,0.0,3.9,,0,0,0,0,0
2023-01-15,590.625968,2023,1,6,1,25.7,20.8,29.2,23.8,94.0,0.1,6.3,,0,0,0,0,0
2023-01-16,716.2503529999999,2023,1,0,0,26.1,29.6,21.3,24.0,93.0,0.0,6.1,,0,0,0,0,1
2023-01-17,626.4045799999999,2023,1,1,0,25.1,21.4,28.6,23.2,95.0,5.300000000000001,3.9,,0,0,0,0,1
2023-01-18,708.762625,2023,1,2,0,26.1,21.4,29.3,24.8,96.0,0.0,8.7,,0,0,0,0,1
2023-01-19,908.21458,2023,1,3,0,26.3,19.4,29.8,24.5,94.0,0.0,6.4,,0,0,0,0,1
2023-01-20,744.6307759999999,2023,1,4,0,26.0,20.0,30.5,24.9,95.0,0.0,8.9,,0,0,0,0,1
2023-01-21,637.358249,2023,1,5,1,26.0,20.5,29.3,25.0,96.0,0.0,8.0,,0,0,0,0,0
2023-01-22,619.1684220000001,2023,1,6,1,26.3,20.4,30.5,24.8,96.0,0.0,9.8,,0,0,0,0,0
2023-01-23,747.216517,2023,1,0,0,26.0,19.8,30.0,24.8,96.0,0.0,9.7,,0,0,0,0,1
2023-01-24,757.5048899999999,2023,1,1,0,26.3,19.9,30.6,24.9,96.0,0.0,8.3,,0,0,0,0,1
2023-01-25,761.9446140000001,2023,1,2,0,25.7,20.0,29.2,25.2,96.0,0.0,5.1,,0,0,0,0,1
2023-01-26,800.7089329999999,2023,1,3,0,26.1,21.4,29.4,24.5,95.0,0.0,9.6,,0,0,0,0,1
2023-01-27,831.3848349999998,2023,1,4,0,26.1,21.2,28.2,24.6,95.0,0.0,9.9,,0,0,0,0,1
2023-01-28,724.6959879999999,2023,1,5,1,26.4,21.0,28.9,24.4,93.0,0.0,9.5,,0,0,0,0,0
2023-01-29,591.2537779999999,2023,1,6,1,26.1,19.0,29.5,24.8,95.0,0.0,5.5,,0,0,0,0,0
2023-01-30,795.9785999999999,2023,1,0,0,26.4,21.0,29.6,25.2,95.0,0.0,9.2,,0,0,0,0,1
2023-01-31,771.534185,2023,1,1,0,26.9,21.4,31.5,25.2,96.0,0.0,4.0,,0,0,0,0,1
2023-02-01,836.0644960000001,2023,2,2,0,27.2,21.9,30.5,25.5,96.0,0.0,8.7,,0,0,0,0,1
2023-02-02,823.0020780000001,2023,2,3,0,27.5,21.0,32.0,26.0,94.0,0.6,9.8,,0,0,0,0,1
2023-02-03,794.623922,2023,2,4,0,27.0,19.6,32.2,25.8,96.0,0.0,9.1,,0,0,0,0,1
2023-02-04,852.2330249999999,2023,2,5,1,28.0,20.1,33.1,26.0,92.0,0.0,9.6,,0,0,0,0,0
2023-02-05,605.9303219999999,2023,2,6,1,28.0,21.0,33.5,26.0,95.0,10.5,8.8,,0,0,0,0,0
2023-02-06,802.4004289999999,2023,2,0,0,28.5,21.6,34.0,26.5,94.0,0.3,10.0,,0,0,0,0,1
2023-02-07,832.0420449999999,2023,2,1,0,27.7,21.0,32.5,26.3,95.0,1.9,9.5,,0,0,0,0,1
2023-02-08,850.1872440000001,2023,2,2,0,28.0,21.0,32.5,26.5,95.0,0.0,9.1,,0,0,0,0,1
2023-02-09,878.6653600000001,2023,2,3,0,27.4,20.0,32.2,26.0,95.0,0.0,9.2,,0,0,0,0,1
2023-02-10,1067.275867,2023,2,4,0,27.5,20.2,32.7,26.2,94.0,0.0,9.4,,0,0,0,0,1
2023-02-11,884.076206,2023,2,5,1,27.8,20.0,32.0,26.0,94.0,0.0,7.899999999999999,,0,0,0,0,0
2023-02-12,729.6867629999999,2023,2,6,1,27.2,19.8,31.6,26.5,93.0,0.0,7.699999999999999,,0,0,0,0,0
2023-02-13,791.00449,2023,2,0,0,27.2,21.4,31.0,27.0,95.0,0.1,6.5,,0,0,0,0,1
2023-02-14,744.84312,2023,2,1,0,27.0,21.6,30.2,27.3,96.0,6.0,6.5,,0,0,0,0,1
2023-02-15,874.6407730000001,2023,2,2,0,27.0,20.0,31.0,26.0,95.0,0.1,10.3,,0,0,0,0,1
2023-02-16,917.587799,2023,2,3,0,27.4,20.2,31.4,26.4,95.0,0.0,10.0,,0,0,0,0,1
2023-02-17,735.57055,2023,2,4,0,27.3,20.1,31.8,26.7,96.0,0.7,8.1,,0,0,0,0,1
2023-02-18,806.3748439999999,2023,2,5,1,28.0,21.2,32.4,27.0,92.0,0.0,10.7,,0,0,0,0,0
2023-02-19,1748.165138,2023,2,6,1,28.1,21.2,32.6,27.3,93.0,0.0,10.4,,0,1,0,0,0
2023-02-20,703.710936,2023,2,0,0,27.9,21.4,33.6,27.0,94.0,0.0,2.4,Carnival,1,1,0,1,0
2023-02-21,623.2534459999999,2023,2,1,0,25.6,21.2,31.0,27.3,94.0,3.2,4.800000000000001,Carnival,1,0,1,0,0
2023-02-22,687.487037,2023,2,2,0,26.5,21.0,29.5,27.5,95.0,6.8,1.4,,0,0,1,0,1
2023-02-23,853.3681869999998,2023,2,3,0,28.1,23.0,32.5,27.5,90.0,0.1,8.8,,0,0,0,0,1
2023-02-24,817.426608,2023,2,4,0,28.3,23.0,33.4,27.2,84.0,0.0,9.5,,0,0,0,0,1
2023-02-25,755.548904,2023,2,5,1,28.1,23.2,33.0,27.6,88.0,0.0,4.5,,0,0,0,0,0
2023-02-26,773.0604320000001,2023,2,6,1,27.6,24.0,31.6,27.4,86.0,0.0,5.3,,0,0,0,0,0
2023-02-27,986.883373,2023,2,0,0,29.9,26.0,35.6,28.0,90.0,0.0,8.6,,0,0,0,0,1
2023-02-28,833.725992,2023,2,1,0,27.4,23.2,35.5,27.5,88.0,0.0,7.9,,0,0,0,0,1
2023-03-01,869.4031139999998,2023,3,2,0,27.9,20.0,34.3,26.0,90.0,0.0,9.0,,0,0,0,0,1
2023-03-02,851.407685,2023,3,3,0,27.9,20.2,32.2,26.2,90.0,0.0,8.6,,0,0,0,0,1
2023-03-03,873.047974,2023,3,4,0,26.7,19.0,32.0,25.5,93.0,0.0,5.3,,0,0,0,0,1
2023-03-04,799.444843,2023,3,5,1,27.3,19.2,30.5,25.8,91.0,0.0,9.2,,0,0,0,0,0
2023-03-05,615.9103600000001,2023,3,6,1,26.4,21.2,32.0,26.2,94.0,0.0,0.2,,0,0,0,0,0
2023-03-06,813.382248,2023,3,0,0,26.0,21.1,31.0,25.5,95.0,0.0,0.8,,0,0,0,0,1
2023-03-07,645.650594,2023,3,1,0,27.7,22.3,31.6,26.0,93.0,0.6,0.7,,0,0,0,0,1
2023-03-08,811.0616550000001,2023,3,2,0,27.9,22.0,33.5,25.8,93.0,0.5,6.1,,0,0,0,0,1
2023-03-09,840.0873650000001,2023,3,3,0,27.9,21.0,33.6,25.9,91.0,1.8,7.5,,0,0,0,0,1
2023-03-10,754.8231689999999,2023,3,4,0,26.7,21.0,32.4,25.0,96.0,3.9,7.9,,0,0,0,0,1
2023-03-11,783.9897820000001,2023,3,5,1,27.1,21.8,31.5,25.2,93.0,0.0,5.1,,0,0,0,0,0
2023-03-12,747.00119,2023,3,6,1,26.9,21.5,31.2,25.5,93.0,0.0,10.7,,0,0,0,0,0
2023-03-13,924.227558,2023,3,0,0,26.8,19.0,31.0,25.5,93.0,0.0,10.6,,0,0,0,0,1
2023-03-14,811.80584,2023,3,1,0,26.9,19.2,32.4,25.7,95.0,0.0,8.3,,0,0,0,0,1
2023-03-15,886.1809720000001,2023,3,2,0,27.5,19.6,32.0,25.3,96.0,1.3,10.2,,0,0,0,0,1
2023-03-16,924.777919,2023,3,3,0,27.8,19.8,32.2,25.5,92.0,0.0,9.8,,0,0,0,0,1
2023-03-17,889.402026,2023,3,4,0,28.2,21.0,31.7,26.5,95.0,0.0,11.0,,0,0,0,0,1
2023-03-18,800.0518069999999,2023,3,5,1,28.8,21.3,31.5,26.8,93.0,0.0,10.9,,0,0,0,0,0
2023-03-19,701.0256740000001,2023,3,6,1,27.9,21.0,32.8,26.9,92.0,0.0,5.1,,0,0,0,0,0
2023-03-20,904.460102,2023,3,0,0,28.7,21.3,32.8,28.0,91.0,0.0,10.3,,0,0,0,0,1
2023-03-21,862.9616139999999,2023,3,1,0,28.4,22.3,31.4,28.5,95.0,9.5,9.4,,0,0,0,0,1
2023-03-22,869.762724,2023,3,2,0,28.2,21.4,31.8,28.2,92.0,0.0,10.0,,0,0,0,0,1
2023-03-23,868.813653,2023,3,3,0,27.9,20.4,32.2,27.5,94.0,0.0,9.8,,0,0,0,0,1
2023-03-24,728.6188650000001,2023,3,4,0,26.0,20.4,30.0,28.2,95.0,14.1,5.0,,0,0,0,0,1
2023-03-25,747.2944990000001,2023,3,5,1,27.2,21.2,31.0,28.0,93.0,0.1,10.3,,0,0,0,0,0
2023-03-26,715.185416,2023,3,6,1,27.0,20.5,31.5,28.2,94.0,0.0,10.3,,0,0,0,0,0
2023-03-27,814.53524,2023,3,0,0,29.0,20.0,32.3,28.0,93.0,0.0,10.3,,0,0,0,0,1
2023-03-28,849.3131300000001,2023,3,1,0,27.9,20.6,32.3,28.2,95.0,2.8,9.6,,0,0,0,0,1
2023-03-29,772.146581,2023,3,2,0,27.6,22.6,32.4,28.3,93.0,2.1,9.8,,0,0,0,0,1
2023-03-30,711.1591920000001,2023,3,3,0,26.1,22.2,32.2,28.0,96.0,22.7,3.9,,0,0,0,0,1
2023-03-31,870.485043,2023,3,4,0,28.2,20.0,32.0,28.4,96.0,2.3,8.4,,0,0,0,0,1
2023-04-01,776.457068,2023,4,5,1,28.2,20.3,32.3,28.0,93.0,0.0,10.5,,0,0,0,0,0
2023-04-02,692.419532,2023,4,6,1,27.6,20.5,32.0,28.3,94.0,0.0,8.1,,0,0,0,0,0
2023-04-03,993.657307,2023,4,0,0,28.1,19.4,32.2,28.0,94.0,0.0,9.9,,0,0,0,0,1
2023-04-04,945.57238,2023,4,1,0,28.1,20.4,33.3,28.0,95.0,0.0,4.7,,0,0,0,0,1
2023-04-05,724.104556,2023,4,2,0,27.6,21.8,33.5,27.5,91.0,0.0,8.6,,0,0,0,0,1
2023-04-06,869.712249,2023,4,3,0,27.6,21.4,31.5,27.8,95.0,1.7,6.6,,0,1,0,0,1
2023-04-07,699.733451,2023,4,4,0,27.5,20.6,31.3,27.5,92.0,0.0,8.8,Good Friday,1,0,0,1,0
2023-04-08,832.5358500000001,2023,4,5,1,28.9,22.3,32.4,27.9,93.0,0.0,7.9,,0,0,1,0,0
2023-04-09,736.0697100000001,2023,4,6,1,28.3,19.6,32.6,27.2,95.0,0.0,7.7,,0,0,0,0,0
2023-04-10,978.664418,2023,4,0,0,27.8,19.5,32.9,27.8,94.0,0.0,10.1,,0,0,0,0,1
2023-04-11,910.423455,2023,4,1,0,28.0,19.9,32.5,27.5,95.0,0.0,10.4,,0,0,0,0,1
2023-04-12,999.553146,2023,4,2,0,28.3,19.9,33.5,27.5,94.0,0.0,10.8,,0,0,0,0,1
2023-04-13,899.2364670000002,2023,4,3,0,28.5,21.0,33.4,27.8,94.0,1.0,8.9,,0,0,0,0,1
2023-04-14,829.5055619999999,2023,4,4,0,28.6,21.6,33.6,28.0,94.0,1.3,7.9,,0,0,0,0,1
2023-04-15,623.363154,2023,4,5,1,28.0,21.5,31.5,27.3,91.0,16.2,7.6,,0,0,0,0,0
