date,demand_kwh_total,demand_imputed_kwh,target_kwh,is_missing_original,is_imputed_day,year,month,weekofyear,dow,is_weekend,is_business_day,holiday_name,is_holiday,is_pre_holiday,is_post_holiday,is_long_weekend,t_mean_c,t_max_c,t_min_c,rh_mean_pct,precip_mm,sun_hours,sst_c,year_check,month_check,dow_check
2022-01-01,474.010095,474.010095,474.010095,0,0,2022,1,52,5,1,0,New Year's Day,1,0,0,0,22.8,26.9,18.6,92.0,0.0,3.5,24.6,2022,1,5
2022-01-02,503.697704,503.697704,503.697704,0,0,2022,1,52,6,1,0,,0,0,1,0,22.5,26.3,18.6,92.0,0.0,0.0,24.5,2022,1,6
2022-01-03,559.936688,559.936688,559.936688,0,0,2022,1,1,0,0,1,,0,0,0,0,23.5,23.1,18.1,91.0,0.0,3.2,24.6,2022,1,0
2022-01-04,531.6298109999999,531.6298109999999,531.6298109999999,0,0,2022,1,1,1,0,1,,0,0,0,0,22.5,27.1,22.2,91.0,0.1,1.6,23.3,2022,1,1
2022-01-05,569.800797,569.800797,569.800797,0,0,2022,1,1,2,0,1,,0,0,0,0,23.7,26.9,20.0,90.0,0.0,3.7,24.8,2022,1,2
2022-01-06,549.531777,549.531777,549.531777,0,0,2022,1,1,3,0,1,,0,0,0,0,23.6,27.2,20.5,93.0,0.0,3.8,24.8,2022,1,3
2022-01-07,586.9360359999998,586.9360359999998,586.9360359999998,0,0,2022,1,1,4,0,1,,0,0,0,0,23.5,28.0,19.7,93.0,0.0,0.1,24.9,2022,1,4
2022-01-08,531.671156,531.671156,531.671156,0,0,2022,1,1,5,1,0,,0,0,0,0,23.4,28.0,19.2,91.0,0.0,1.5,24.2,2022,1,5
2022-01-09,459.997505,459.997505,459.997505,0,0,2022,1,1,6,1,0,,0,0,0,0,23.1,28.3,18.6,91.0,0.0,2.5,24.3,2022,1,6
2022-01-10,573.234737,573.234737,573.234737,0,0,2022,1,2,0,0,1,,0,0,0,0,23.4,27.4,18.9,92.0,0.2,7.300000000000001,24.1,2022,1,0
2022-01-11,610.6610870000001,610.6610870000001,610.6610870000001,0,0,2022,1,2,1,0,1,,0,0,0,0,23.7,27.2,17.3,91.0,0.0,1.3,24.3,2022,1,1
2022-01-12,549.2414050000001,549.2414050000001,549.2414050000001,0,0,2022,1,2,2,0,1,,0,0,0,0,23.5,26.5,19.2,89.0,0.0,4.6000000000000005,24.0,2022,1,2
2022-01-13,574.9781899999999,574.9781899999999,574.9781899999999,0,0,2022,1,2,3,0,1,,0,0,0,0,22.8,27.1,16.8,91.0,0.0,8.0,23.7,2022,1,3
2022-01-14,722.417989,722.417989,722.417989,0,0,2022,1,2,4,0,1,,0,0,0,0,23.4,27.6,16.3,91.0,0.0,6.0,23.5,2022,1,4
2022-01-15,477.432157,477.432157,477.432157,0,0,2022,1,2,5,1,0,,0,0,0,0,24.5,27.3,20.2,92.0,0.0,1.4,23.6,2022,1,5
2022-01-16,498.138214,498.138214,498.138214,0,0,2022,1,2,6,1,0,,0,0,0,0,24.3,27.9,20.0,90.0,0.0,7.800000000000001,23.9,2022,1,6
2022-01-17,581.223184,581.223184,581.223184,0,0,2022,1,3,0,0,1,,0,0,0,0,24.5,27.0,20.9,92.0,0.0,5.5,24.2,2022,1,0
2022-01-18,567.222403,567.222403,567.222403,0,0,2022,1,3,1,0,1,,0,0,0,0,24.9,28.2,21.2,90.0,0.0,2.5,23.9,2022,1,1
2022-01-19,533.1447519999999,533.1447519999999,533.1447519999999,0,0,2022,1,3,2,0,1,,0,0,0,0,23.7,27.2,17.5,91.0,0.0,7.8,24.2,2022,1,2
2022-01-20,1268.905274,1268.905274,1268.905274,0,0,2022,1,3,3,0,1,,0,0,0,0,23.9,27.0,19.5,95.0,1.6,0.6000000000000001,23.8,2022,1,3
2022-01-21,550.490418,550.490418,550.490418,0,0,2022,1,3,4,0,1,,0,0,0,0,23.6,27.2,19.0,90.0,0.6,0.0,24.0,2022,1,4
2022-01-22,522.413751,522.413751,522.413751,0,0,2022,1,3,5,1,0,,0,0,0,0,24.2,27.6,18.4,93.0,0.1,0.2,24.2,2022,1,5
2022-01-23,483.9093670000001,483.9093670000001,483.9093670000001,0,0,2022,1,3,6,1,0,,0,0,0,0,24.3,27.4,18.5,91.0,0.0,6.9,24.2,2022,1,6
2022-01-24,681.292102,681.292102,681.292102,0,0,2022,1,4,0,0,1,,0,0,0,0,24.0,27.2,19.3,90.0,0.9,4.1000000000000005,24.5,2022,1,0
2022-01-25,723.5835069999999,723.5835069999999,723.5835069999999,0,0,2022,1,4,1,0,1,,0,0,0,0,24.6,28.3,20.2,91.0,0.2,4.2,24.1,2022,1,1
2022-01-26,544.663008,544.663008,544.663008,0,0,2022,1,4,2,0,1,,0,0,0,0,24.6,28.0,20.6,88.0,0.0,5.1000000000000005,23.8,2022,1,2
2022-01-27,559.0439630000001,559.0439630000001,559.0439630000001,0,0,2022,1,4,3,0,1,,0,0,0,0,24.5,27.5,20.5,90.0,0.0,3.8,23.3,2022,1,3
2022-01-28,550.22648,550.22648,550.22648,0,0,2022,1,4,4,0,1,,0,0,0,0,25.0,28.6,21.2,90.0,0.0,0.6000000000000001,24.0,2022,1,4
2022-01-29,490.005846,490.005846,490.005846,0,0,2022,1,4,5,1,0,,0,0,0,0,25.4,28.1,20.9,85.0,0.0,3.4,23.1,2022,1,5
2022-01-30,484.34721900000005,484.34721900000005,484.34721900000005,0,0,2022,1,4,6,1,0,,0,0,0,0,25.1,28.3,21.2,88.0,0.0,5.2,23.0,2022,1,6
2022-01-31,546.858591,546.858591,546.858591,0,0,2022,1,5,0,0,1,,0,0,0,0,25.2,28.5,21.9,87.0,0.0,7.2,23.6,2022,1,0
2022-02-01,587.0757189999999,587.0757189999999,587.0757189999999,0,0,2022,2,5,1,0,1,,0,0,0,0,25.3,28.9,21.3,88.0,0.0,2.5,24.1,2022,2,1
2022-02-02,621.2978439999999,621.2978439999999,621.2978439999999,0,0,2022,2,5,2,0,1,,0,0,0,0,26.3,31.2,21.5,93.0,0.0,9.3,24.5,2022,2,2
2022-02-03,644.731759,644.731759,644.731759,0,0,2022,2,5,3,0,1,,0,0,0,0,26.1,29.6,21.9,91.0,0.0,9.3,24.6,2022,2,3
2022-02-04,628.3579490000001,628.3579490000001,628.3579490000001,0,0,2022,2,5,4,0,1,,0,0,0,0,26.2,30.6,22.6,89.0,0.0,6.800000000000001,26.1,2022,2,4
2022-02-05,555.867598,555.867598,555.867598,0,0,2022,2,5,5,1,0,,0,0,0,0,26.1,30.3,22.2,90.0,0.0,8.3,26.0,2022,2,5
2022-02-06,482.14731,482.14731,482.14731,0,0,2022,2,5,6,1,0,,0,0,0,0,26.8,31.0,22.6,88.0,0.0,8.7,26.5,2022,2,6
2022-02-07,652.840674,652.840674,652.840674,0,0,2022,2,6,0,0,1,,0,0,0,0,27.3,29.5,22.5,73.0,0.0,7.6,24.6,2022,2,0
2022-02-08,600.7163290000001,600.7163290000001,600.7163290000001,0,0,2022,2,6,1,0,1,,0,0,0,0,25.3,29.3,22.9,88.0,0.0,7.699999999999999,24.9,2022,2,1
2022-02-09,655.929237,655.929237,655.929237,0,0,2022,2,6,2,0,1,,0,0,0,0,25.3,31.5,22.2,90.0,0.0,7.6,24.9,2022,2,2
2022-02-10,625.749678,625.749678,625.749678,0,0,2022,2,6,3,0,1,,0,0,0,0,25.2,28.9,21.5,90.0,0.0,9.9,24.7,2022,2,3
2022-02-11,550.574809,550.574809,550.574809,0,0,2022,2,6,4,0,1,,0,0,0,0,24.8,29.6,21.5,88.0,1.5,2.5,24.7,2022,2,4
2022-02-12,586.730743,586.730743,586.730743,0,0,2022,2,6,5,1,0,,0,0,0,0,25.6,29.9,21.0,83.0,0.6,8.8,23.9,2022,2,5
2022-02-13,511.883356,511.883356,511.883356,0,0,2022,2,6,6,1,0,,0,0,0,0,26.4,31.7,21.6,88.0,0.2,3.7,24.3,2022,2,6
2022-02-14,939.6265830000002,939.6265830000002,939.6265830000002,0,0,2022,2,7,0,0,1,,0,0,0,0,26.4,31.0,20.9,89.0,0.0,8.9,24.2,2022,2,0
2022-02-15,732.751925,732.751925,732.751925,0,0,2022,2,7,1,0,1,,0,0,0,0,27.0,31.0,20.8,89.0,1.4,9.1,24.3,2022,2,1
2022-02-16,660.765762,660.765762,660.765762,0,0,2022,2,7,2,0,1,,0,0,0,0,26.8,29.9,21.6,85.0,0.0,6.1,24.2,2022,2,2
2022-02-17,679.4157170000001,679.4157170000001,679.4157170000001,0,0,2022,2,7,3,0,1,,0,0,0,0,26.7,29.9,22.3,85.0,1.1,2.3,24.8,2022,2,3
2022-02-18,852.8238720000002,852.8238720000002,852.8238720000002,0,0,2022,2,7,4,0,1,,0,0,0,0,27.1,30.4,23.2,88.0,0.5,9.5,24.5,2022,2,4
2022-02-19,609.159023,609.159023,609.159023,0,0,2022,2,7,5,1,0,,0,0,0,0,26.4,31.3,22.5,85.0,0.6,9.2,24.6,2022,2,5
2022-02-20,575.4536390000001,575.4536390000001,575.4536390000001,0,0,2022,2,7,6,1,0,,0,0,0,0,26.8,31.8,22.6,88.0,0.0,5.3,24.9,2022,2,6
2022-02-21,1007.984085,1007.984085,1007.984085,0,0,2022,2,8,0,0,1,,0,0,0,0,27.4,31.6,22.4,88.0,3.7,4.5,25.2,2022,2,0
2022-02-22,675.5282609999999,675.5282609999999,675.5282609999999,0,0,2022,2,8,1,0,1,,0,0,0,0,27.0,31.3,23.1,88.0,0.1,10.2,25.0,2022,2,1
2022-02-23,676.5602359999999,676.5602359999999,676.5602359999999,0,0,2022,2,8,2,0,1,,0,0,0,0,27.4,31.6,23.6,91.0,0.2,9.6,25.2,2022,2,2
2022-02-24,725.5568669999999,725.5568669999999,725.5568669999999,0,0,2022,2,8,3,0,1,,0,0,0,0,26.7,30.6,22.6,90.0,0.0,9.0,25.0,2022,2,3
2022-02-25,745.426509,745.426509,745.426509,0,0,2022,2,8,4,0,1,,0,0,0,0,26.8,31.5,22.9,88.0,0.0,9.3,24.4,2022,2,4
2022-02-26,630.496569,630.496569,630.496569,0,0,2022,2,8,5,1,0,,0,0,0,0,26.7,32.3,22.5,83.0,0.0,9.6,24.0,2022,2,5
2022-02-27,665.534299,665.534299,665.534299,0,0,2022,2,8,6,1,0,,0,1,0,0,26.7,31.2,23.3,92.0,0.0,6.6,25.6,2022,2,6
2022-02-28,608.0520319999999,608.0520319999999,608.0520319999999,0,0,2022,2,9,0,0,0,Carnival,1,1,0,1,26.5,31.0,22.8,84.0,0.0,7.3,24.7,2022,2,0
2022-03-01,657.7548730000001,657.7548730000001,657.7548730000001,0,0,2022,3,9,1,0,0,Carnival,1,0,1,0,26.4,31.8,22.6,90.0,0.1,3.9,25.3,2022,3,1
2022-03-02,763.6214080000001,763.6214080000001,763.6214080000001,0,0,2022,3,9,2,0,1,,0,0,1,0,26.3,31.5,22.2,89.0,0.0,9.7,25.2,2022,3,2
2022-03-03,665.9274479999999,665.9274479999999,665.9274479999999,0,0,2022,3,9,3,0,1,,0,0,0,0,26.9,30.3,25.0,93.0,0.1,2.6,26.2,2022,3,3
2022-03-04,928.44015,928.44015,928.44015,0,0,2022,3,9,4,0,1,,0,0,0,0,26.6,30.1,23.6,89.0,0.3,9.1,25.8,2022,3,4
2022-03-05,862.623934,862.623934,862.623934,0,0,2022,3,9,5,1,0,,0,0,0,0,27.3,37.7,24.6,92.0,0.0,5.7,25.8,2022,3,5
2022-03-06,620.2332739999999,620.2332739999999,620.2332739999999,0,0,2022,3,9,6,1,0,,0,0,0,0,26.7,31.9,23.6,86.0,0.1,0.5,25.9,2022,3,6
2022-03-07,701.7594220000001,701.7594220000001,701.7594220000001,0,0,2022,3,10,0,0,1,,0,0,0,0,26.8,29.6,22.2,92.0,16.6,0.0,26.1,2022,3,0
2022-03-08,591.300737,591.300737,591.300737,0,0,2022,3,10,1,0,1,,0,0,0,0,25.2,27.8,23.4,92.0,17.0,0.0,26.5,2022,3,1
2022-03-09,718.9267040000001,718.9267040000001,718.9267040000001,0,0,2022,3,10,2,0,1,,0,0,0,0,26.9,28.9,23.0,92.0,15.0,6.3,26.9,2022,3,2
2022-03-10,1535.864256,1535.864256,1535.864256,0,0,2022,3,10,3,0,1,,0,0,0,0,27.2,30.3,23.2,92.0,13.2,5.9,26.7,2022,3,3
2022-03-11,731.4416850000001,731.4416850000001,731.4416850000001,0,0,2022,3,10,4,0,1,,0,0,0,0,27.4,30.5,25.2,93.0,0.0,5.8,26.5,2022,3,4
2022-03-12,597.786073,597.786073,597.786073,0,0,2022,3,10,5,1,0,,0,0,0,0,27.6,30.7,25.0,86.0,7.9,6.4,26.2,2022,3,5
2022-03-13,555.309991,555.309991,555.309991,0,0,2022,3,10,6,1,0,,0,0,0,0,27.4,31.5,21.6,93.0,3.6,4.9,26.2,2022,3,6
2022-03-14,944.985908,944.985908,944.985908,0,0,2022,3,11,0,0,1,,0,0,0,0,27.4,31.5,21.6,93.0,3.6,5.5,26.2,2022,3,0
2022-03-15,723.515897,723.515897,723.515897,0,0,2022,3,11,1,0,1,,0,0,0,0,27.7,31.1,24.6,92.0,0.0,5.5,26.3,2022,3,1
2022-03-16,767.1990930000002,767.1990930000002,767.1990930000002,0,0,2022,3,11,2,0,1,,0,0,0,0,27.5,32.0,22.8,89.0,0.0,7.1,26.2,2022,3,2
2022-03-17,760.1363530000001,760.1363530000001,760.1363530000001,0,0,2022,3,11,3,0,1,,0,0,0,0,27.5,32.3,22.0,90.0,0.0,8.6,25.7,2022,3,3
2022-03-18,824.450681,824.450681,824.450681,0,0,2022,3,11,4,0,1,,0,0,0,0,27.2,31.9,21.5,88.0,0.0,10.4,25.9,2022,3,4
2022-03-19,674.360631,674.360631,674.360631,0,0,2022,3,11,5,1,0,,0,0,0,0,26.4,31.5,21.8,88.0,0.0,11.1,25.6,2022,3,5
2022-03-20,588.94766,588.94766,588.94766,0,0,2022,3,11,6,1,0,,0,0,0,0,27.1,31.8,22.2,91.0,3.6,9.2,26.1,2022,3,6
2022-03-21,995.419782,995.419782,995.419782,0,0,2022,3,12,0,0,1,,0,0,0,0,27.1,31.6,22.5,91.0,41.8,4.0,26.0,2022,3,0
2022-03-22,797.8162950000001,797.8162950000001,797.8162950000001,0,0,2022,3,12,1,0,1,,0,0,0,0,27.6,33.6,22.9,91.0,0.0,9.4,26.2,2022,3,1
2022-03-23,791.490756,791.490756,791.490756,0,0,2022,3,12,2,0,1,,0,0,0,0,28.5,33.6,25.3,91.0,0.0,9.3,26.6,2022,3,2
2022-03-24,714.991847,714.991847,714.991847,0,0,2022,3,12,3,0,1,,0,0,0,0,27.6,33.2,25.0,89.0,0.0,3.8,26.4,2022,3,3
2022-03-25,652.1317639999999,652.1317639999999,652.1317639999999,0,0,2022,3,12,4,0,1,,0,0,0,0,27.7,33.6,25.3,90.0,0.0,8.8,26.1,2022,3,4
2022-03-26,691.013009,691.013009,691.013009,0,0,2022,3,12,5,1,0,,0,0,0,0,27.8,33.8,25.0,90.0,0.1,8.6,26.3,2022,3,5
2022-03-27,638.3581839999999,638.3581839999999,638.3581839999999,0,0,2022,3,12,6,1,0,,0,0,0,0,28.5,35.2,25.0,90.0,20.9,0.1,26.2,2022,3,6
2022-03-28,781.024986,781.024986,781.024986,0,0,2022,3,13,0,0,1,,0,0,0,0,27.3,30.9,22.2,93.0,5.5,6.4,26.2,2022,3,0
2022-03-29,598.928279,598.928279,598.928279,0,0,2022,3,13,1,0,1,,0,0,0,0,27.5,29.5,24.3,91.0,0.0,8.399999999999999,26.5,2022,3,1
2022-03-30,698.816764,698.816764,698.816764,0,0,2022,3,13,2,0,1,,0,0,0,0,28.3,32.1,25.2,91.0,0.0,5.9,26.9,2022,3,2
2022-03-31,512.091779,512.091779,512.091779,0,0,2022,3,13,3,0,1,,0,0,0,0,25.4,32.6,23.8,93.0,312.0,2.5,27.2,2022,3,3
2022-04-01,1652.682731,1652.682731,1652.682731,0,0,2022,4,13,4,0,1,,0,0,0,0,27.6,30.0,24.6,93.0,15.5,9.2,25.9,2022,4,4
2022-04-02,656.1021710000001,656.1021710000001,656.1021710000001,0,0,2022,4,13,5,1,0,,0,0,0,0,27.4,30.5,23.6,92.0,0.0,4.7,26.0,2022,4,5
2022-04-03,457.76699800000006,457.76699800000006,457.76699800000006,0,0,2022,4,13,6,1,0,,0,0,0,0,26.2,30.3,23.3,90.0,16.1,4.5,26.2,2022,4,6
2022-04-04,929.950667,929.950667,929.950667,0,0,2022,4,14,0,0,1,,0,0,0,0,26.4,30.0,22.6,93.0,2.6,7.399999999999999,26.5,2022,4,0
2022-04-05,751.7060389999999,751.7060389999999,751.7060389999999,0,0,2022,4,14,1,0,1,,0,0,0,0,28.0,30.2,24.1,91.0,0.0,4.3,25.8,2022,4,1
2022-04-06,765.7128650000001,765.7128650000001,765.7128650000001,0,0,2022,4,14,2,0,1,,0,0,0,0,27.2,30.4,23.3,94.0,2.6,9.2,25.5,2022,4,2
2022-04-07,771.596502,771.596502,771.596502,0,0,2022,4,14,3,0,1,,0,0,0,0,27.7,31.5,23.4,92.0,0.3,7.1,25.8,2022,4,3
2022-04-08,781.6689449999999,781.6689449999999,781.6689449999999,0,0,2022,4,14,4,0,1,,0,0,0,0,28.0,31.0,24.6,93.0,0.0,9.0,26.3,2022,4,4
2022-04-09,648.529662,648.529662,648.529662,0,0,2022,4,14,5,1,0,,0,0,0,0,28.1,31.3,26.1,93.0,0.3,4.3,26.6,2022,4,5
2022-04-10,575.206291,575.206291,575.206291,0,0,2022,4,14,6,1,0,,0,0,0,0,27.2,31.1,23.0,93.0,1.3,9.5,26.3,2022,4,6
2022-04-11,1684.906398,1684.906398,1684.906398,0,0,2022,4,15,0,0,1,,0,0,0,0,27.1,30.6,23.2,92.0,0.0,5.5,26.1,2022,4,0
2022-04-12,766.546373,766.546373,766.546373,0,0,2022,4,15,1,0,1,,0,0,0,0,27.4,30.5,24.1,92.0,0.0,7.1,26.5,2022,4,1
2022-04-13,709.590379,709.590379,709.590379,0,0,2022,4,15,2,0,1,,0,0,0,0,26.7,31.0,23.9,93.0,0.0,4.6,26.8,2022,4,2
2022-04-14,814.231011,814.231011,814.231011,0,0,2022,4,15,3,0,1,,0,1,0,0,26.5,31.2,23.5,92.0,0.0,4.2,26.8,2022,4,3
2022-04-15,525.4409370000001,525.4409370000001,525.4409370000001,0,0,2022,4,15,4,0,0,Good Friday,1,0,0,1,26.7,31.2,24.0,85.0,0.0,8.5,26.3,2022,4,4
2022-04-16,652.550423,652.550423,652.550423,0,0,2022,4,15,5,1,0,,0,0,1,0,26.8,31.8,23.6,89.0,0.0,9.5,26.1,2022,4,5
2022-04-17,439.7226800000001,439.7226800000001,439.7226800000001,0,0,2022,4,15,6,1,0,,0,0,0,0,24.7,28.9,23.1,89.0,0.0,4.7,25.4,2022,4,6
2022-04-18,692.928193,692.928193,692.928193,0,0,2022,4,16,0,0,1,,0,0,0,0,24.3,26.9,22.6,92.0,1.1,9.4,26.0,2022,4,0
2022-04-19,612.0734410000001,612.0734410000001,612.0734410000001,0,0,2022,4,16,1,0,1,,0,0,0,0,25.0,28.2,22.6,92.0,0.0,4.6,25.6,2022,4,1
2022-04-20,618.835683,618.835683,618.835683,0,0,2022,4,16,2,0,1,,0,0,0,0,24.4,27.3,20.3,93.0,0.0,2.2,25.4,2022,4,2
2022-04-21,685.0584049999999,685.0584049999999,685.0584049999999,0,0,2022,4,16,3,0,1,,0,0,0,0,24.4,28.4,21.0,92.0,0.0,7.6,24.7,2022,4,3
2022-04-22,600.791029,600.791029,600.791029,0,0,2022,4,16,4,0,1,,0,0,0,0,24.5,27.4,22.1,94.0,0.0,3.2,25.3,2022,4,4
2022-04-23,558.2174669999999,558.2174669999999,558.2174669999999,0,0,2022,4,16,5,1,0,,0,0,0,0,24.4,27.9,20.2,90.0,0.0,7.1,23.5,2022,4,5
2022-04-24,442.838651,442.838651,442.838651,0,0,2022,4,16,6,1,0,,0,0,0,0,24.2,28.3,20.0,91.0,0.0,0.5,23.8,2022,4,6
2022-04-25,568.346552,568.346552,568.346552,0,0,2022,4,17,0,0,1,,0,0,0,0,23.7,28.0,18.6,94.0,0.0,5.2,23.5,2022,4,0
2022-04-26,617.4938169999999,617.4938169999999,617.4938169999999,0,0,2022,4,17,1,0,1,,0,0,0,0,23.5,28.0,18.9,91.0,0.0,0.3,23.1,2022,4,1
2022-04-27,601.969484,601.969484,601.969484,0,0,2022,4,17,2,0,1,,0,0,0,0,23.7,27.6,17.6,93.0,0.0,9.0,23.0,2022,4,2
2022-04-28,617.00375,617.00375,617.00375,0,0,2022,4,17,3,0,1,,0,0,0,0,24.1,27.3,19.5,90.0,0.0,2.5,23.0,2022,4,3
2022-04-29,594.661915,594.661915,594.661915,0,0,2022,4,17,4,0,1,,0,0,0,0,23.9,27.3,17.6,92.0,0.0,2.2,22.9,2022,4,4
2022-04-30,584.916622,584.916622,584.916622,0,0,2022,4,17,5,1,0,,0,1,0,0,23.8,27.5,18.3,90.0,0.0,1.2,22.9,2022,4,5
2022-05-01,515.135506,515.135506,515.135506,0,0,2022,5,17,6,1,0,Labor Day,1,1,0,0,23.4,26.6,19.5,92.0,0.0,0.0,23.6,2022,5,6
2022-05-02,563.553253,563.553253,563.553253,0,0,2022,5,18,0,0,0,Labor Day (observed),1,0,1,1,24.0,26.3,18.5,89.0,0.0,0.0,22.9,2022,5,0
2022-05-03,651.531281,651.531281,651.531281,0,0,2022,5,18,1,0,1,,0,0,1,0,24.5,27.5,19.0,95.0,0.0,0.0,22.9,2022,5,1
2022-05-04,754.37119,754.37119,754.37119,0,0,2022,5,18,2,0,1,,0,0,0,0,24.3,27.8,19.7,93.0,0.0,1.1,21.9,2022,5,2
2022-05-05,936.695644,936.695644,936.695644,0,0,2022,5,18,3,0,1,,0,0,0,0,23.1,27.6,19.6,91.0,1.0,0.4,21.5,2022,5,3
2022-05-06,578.518529,578.518529,578.518529,0,0,2022,5,18,4,0,1,,0,0,0,0,24.1,27.3,19.8,94.0,0.0,1.8,21.2,2022,5,4
2022-05-07,558.302481,558.302481,558.302481,0,0,2022,5,18,5,1,0,,0,0,0,0,24.1,27.6,19.9,89.0,0.0,0.2,21.6,2022,5,5
2022-05-08,494.216755,494.216755,494.216755,0,0,2022,5,18,6,1,0,,0,0,0,0,24.3,28.9,19.3,92.0,0.1,5.1,21.9,2022,5,6
2022-05-09,608.069615,608.069615,608.069615,0,0,2022,5,19,0,0,1,,0,0,0,0,24.8,28.0,19.8,93.0,0.0,0.5,28.0,2022,5,0
2022-05-10,646.924922,646.924922,646.924922,0,0,2022,5,19,1,0,1,,0,0,0,0,25.4,28.5,20.1,92.0,0.0,0.0,21.9,2022,5,1
2022-05-11,589.725479,589.725479,589.725479,0,0,2022,5,19,2,0,1,,0,0,0,0,24.3,28.1,20.5,91.0,0.0,6.4,21.6,2022,5,2
2022-05-12,546.2987439999999,546.2987439999999,546.2987439999999,0,0,2022,5,19,3,0,1,,0,0,0,0,23.4,27.6,19.2,89.0,0.0,4.1,20.6,2022,5,3
2022-05-13,580.892525,580.892525,580.892525,0,0,2022,5,19,4,0,1,,0,0,0,0,23.8,27.0,19.5,93.0,0.0,9.2,20.1,2022,5,4
2022-05-14,552.193975,552.193975,552.193975,0,0,2022,5,19,5,1,0,,0,0,0,0,23.7,27.2,19.9,92.0,0.1,5.2,20.5,2022,5,5
2022-05-15,582.731684,582.731684,582.731684,0,0,2022,5,19,6,1,0,,0,0,0,0,24.1,27.3,20.0,91.0,0.0,0.0,20.3,2022,5,6
2022-05-16,583.994305,583.994305,583.994305,0,0,2022,5,20,0,0,1,,0,0,0,0,24.4,27.1,19.8,93.0,0.1,1.5,20.5,2022,5,0
2022-05-17,773.574144,773.574144,773.574144,0,0,2022,5,20,1,0,1,,0,0,0,0,24.5,28.2,19.2,91.0,0.0,8.3,20.5,2022,5,1
2022-05-18,603.2523480000001,603.2523480000001,603.2523480000001,0,0,2022,5,20,2,0,1,,0,0,0,0,24.1,27.5,19.8,93.0,0.0,1.0,20.9,2022,5,2
2022-05-19,591.6139799999999,591.6139799999999,591.6139799999999,0,0,2022,5,20,3,0,1,,0,0,0,0,24.4,27.6,21.0,95.0,0.0,0.0,21.2,2022,5,3
2022-05-20,600.853443,600.853443,600.853443,0,0,2022,5,20,4,0,1,,0,0,0,0,23.8,27.8,20.9,90.0,5.6,0.0,21.5,2022,5,4
2022-05-21,683.522753,683.522753,683.522753,0,0,2022,5,20,5,1,0,,0,0,0,0,23.9,28.3,20.5,94.0,0.1,0.0,21.5,2022,5,5
2022-05-22,784.482,784.482,784.482,0,0,2022,5,20,6,1,0,,0,1,0,0,23.9,28.0,20.0,93.0,0.0,0.0,21.7,2022,5,6
2022-05-23,791.707375,791.707375,791.707375,0,0,2022,5,21,0,0,0,The Battle of Pichincha (observed),1,1,0,1,24.1,28.5,19.8,91.0,0.0,4.4,21.5,2022,5,0
2022-05-24,558.216886,558.216886,558.216886,0,0,2022,5,21,1,0,0,The Battle of Pichincha,1,0,1,0,23.3,28.0,19.5,94.0,0.0,2.7,21.0,2022,5,1
2022-05-25,543.878793,543.878793,543.878793,0,0,2022,5,21,2,0,1,,0,0,1,0,22.8,27.9,19.0,91.0,0.0,0.0,21.0,2022,5,2
2022-05-26,534.871092,534.871092,534.871092,0,0,2022,5,21,3,0,1,,0,0,0,0,22.9,26.6,18.6,91.0,0.0,0.4,21.2,2022,5,3
2022-05-27,579.1057689999999,579.1057689999999,579.1057689999999,0,0,2022,5,21,4,0,1,,0,0,0,0,23.1,26.7,19.6,96.0,0.0,2.1,20.6,2022,5,4
2022-05-28,496.369507,496.369507,496.369507,0,0,2022,5,21,5,1,0,,0,0,0,0,23.3,27.5,19.2,89.0,0.0,4.9,20.6,2022,5,5
2022-05-29,466.870294,466.870294,466.870294,0,0,2022,5,21,6,1,0,,0,0,0,0,23.9,27.3,19.5,91.0,0.1,0.0,20.5,2022,5,6
2022-05-30,513.874146,513.874146,513.874146,0,0,2022,5,22,0,0,1,,0,0,0,0,22.5,26.6,19.2,88.0,4.0,0.0,20.0,2022,5,0
2022-05-31,571.206901,571.206901,571.206901,0,0,2022,5,22,1,0,1,,0,0,0,0,23.1,25.9,19.2,93.0,2.9,0.0,20.0,2022,5,1
2022-06-01,486.82538,486.82538,486.82538,0,0,2022,6,22,2,0,1,,0,0,0,0,22.2,26.9,18.9,91.0,0.7,0.0,20.0,2022,6,2
2022-06-02,572.451138,572.451138,572.451138,0,0,2022,6,22,3,0,1,,0,0,0,0,22.7,26.0,18.3,93.0,1.6,0.0,20.2,2022,6,3
2022-06-03,522.832761,522.832761,522.832761,0,0,2022,6,22,4,0,1,,0,0,0,0,23.6,26.5,20.1,96.0,1.9,3.5,20.0,2022,6,4
2022-06-04,512.233114,512.233114,512.233114,0,0,2022,6,22,5,1,0,,0,0,0,0,24.3,27.2,20.5,92.0,0.0,4.5,20.2,2022,6,5
2022-06-05,484.037773,484.037773,484.037773,0,0,2022,6,22,6,1,0,,0,0,0,0,23.8,27.0,19.5,93.0,0.0,0.7,20.0,2022,6,6
2022-06-06,811.681032,811.681032,811.681032,0,0,2022,6,23,0,0,1,,0,0,0,0,23.0,26.3,19.9,95.0,0.4,0.0,20.1,2022,6,0
2022-06-07,595.2188460000002,595.2188460000002,595.2188460000002,0,0,2022,6,23,1,0,1,,0,0,0,0,22.1,25.0,19.6,92.0,1.6,0.1,20.5,2022,6,1
2022-06-08,520.788044,520.788044,520.788044,0,0,2022,6,23,2,0,1,,0,0,0,0,22.8,25.0,19.8,91.0,0.9,0.0,20.7,2022,6,2
